종목코드,종목명,ESG등급,환경,사회,지배구조,평가년도,ESG등급_ca,환경_ca,사회_ca,지배구조_ca
004430,송원산업,C,B,B,C,2021,1.0,3.0,3.0,1.0
004430,송원산업,B이하,D,B이하,B+,2018,2.0,0.0,2.0,5.0
004430,송원산업,B+,B,B+,B+,2017,5.0,3.0,5.0,5.0
004430,송원산업,B이하,C,B이하,B+,2016,2.0,1.0,2.0,5.0
004430,송원산업,B이하,C,B이하,B+,2015,2.0,1.0,2.0,5.0
004430,송원산업,B이하,B,B이하,B+,2014,2.0,3.0,2.0,5.0
004430,송원산업,B이하,C,B이하,B+,2013,2.0,1.0,2.0,5.0
004430,송원산업,B이하,B,B이하,B+,2012,2.0,3.0,2.0,5.0
004430,송원산업,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
004150,한솔홀딩스,A,B+,A,A,2021,6.0,5.0,6.0,6.0
004150,한솔홀딩스,B+,B+,B+,B이하,2018,5.0,5.0,5.0,2.0
004150,한솔홀딩스,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
004150,한솔홀딩스,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
004150,한솔홀딩스,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
004150,한솔홀딩스,B+,B,B+,B+,2014,5.0,3.0,5.0,5.0
004150,한솔홀딩스,B+,B,B+,B+,2013,5.0,3.0,5.0,5.0
004150,한솔홀딩스,B+,B,B+,B+,2012,5.0,3.0,5.0,5.0
004150,한솔홀딩스,B+,B+,B+,B+,2011,5.0,5.0,5.0,5.0
020760,일진디스플,B,B,B,B,2021,3.0,3.0,3.0,3.0
020760,일진디스플,B이하,B,B이하,B+,2018,2.0,3.0,2.0,5.0
020760,일진디스플,B이하,C,B이하,B+,2017,2.0,1.0,2.0,5.0
020760,일진디스플,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
020760,일진디스플,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
020760,일진디스플,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
020760,일진디스플,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
020760,일진디스플,B이하,C,B이하,B이하,2012,2.0,1.0,2.0,2.0
020760,일진디스플,,C,,B이하,2011,,1.0,,2.0
005250,녹십자홀딩스,B+,B+,B+,B+,2021,5.0,5.0,5.0,5.0
005250,녹십자홀딩스,B이하,C,B+,B이하,2018,2.0,1.0,5.0,2.0
005250,녹십자홀딩스,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
005250,녹십자홀딩스,B이하,B,B+,B이하,2016,2.0,3.0,5.0,2.0
005250,녹십자홀딩스,B이하,C,B+,B이하,2015,2.0,1.0,5.0,2.0
005250,녹십자홀딩스,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
005250,녹십자홀딩스,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
005250,녹십자홀딩스,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
005250,녹십자홀딩스,B이하,B,B이하,,2011,2.0,3.0,2.0,
272210,한화시스템,A,B+,A,A,2021,6.0,5.0,6.0,6.0
020150,일진머티리얼즈,C,C,C,B,2021,1.0,1.0,1.0,3.0
020150,일진머티리얼즈,B이하,B,B이하,B+,2018,2.0,3.0,2.0,5.0
020150,일진머티리얼즈,B이하,B,B이하,B+,2017,2.0,3.0,2.0,5.0
020150,일진머티리얼즈,B이하,C,B이하,B+,2016,2.0,1.0,2.0,5.0
020150,일진머티리얼즈,B이하,C,B이하,B+,2015,2.0,1.0,2.0,5.0
020150,일진머티리얼즈,B이하,B,B이하,B+,2014,2.0,3.0,2.0,5.0
020150,일진머티리얼즈,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
020150,일진머티리얼즈,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
047040,대우건설,A,B+,A,A,2021,6.0,5.0,6.0,6.0
047040,대우건설,A,B+,A+,A,2018,6.0,5.0,7.0,6.0
047040,대우건설,A,B+,A,A,2017,6.0,5.0,6.0,6.0
047040,대우건설,B+,B,A,A,2016,5.0,3.0,6.0,6.0
047040,대우건설,B이하,D,B+,A,2015,2.0,0.0,5.0,6.0
047040,대우건설,B이하,D,A,A,2014,2.0,0.0,6.0,6.0
047040,대우건설,A,B+,A,A,2013,6.0,5.0,6.0,6.0
047040,대우건설,B이하,B+,B이하,B이하,2012,2.0,5.0,2.0,2.0
047040,대우건설,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
064960,SNT모티브,B,C,B,B+,2021,3.0,1.0,3.0,5.0
096770,SK이노베이션,A+,A,A+,A+,2021,7.0,6.0,7.0,7.0
096770,SK이노베이션,A,A,A+,B+,2018,6.0,6.0,7.0,5.0
096770,SK이노베이션,B+,A,A,B이하,2017,5.0,6.0,6.0,2.0
096770,SK이노베이션,A,A+,B+,A,2016,6.0,7.0,5.0,6.0
096770,SK이노베이션,A,B+,A,A,2015,6.0,5.0,6.0,6.0
096770,SK이노베이션,B+,B,A,A,2014,5.0,3.0,6.0,6.0
096770,SK이노베이션,B+,B,A,A,2013,5.0,3.0,6.0,6.0
096770,SK이노베이션,A,A,B+,A,2012,6.0,6.0,5.0,6.0
096770,SK이노베이션,A,A+,A,,2011,6.0,7.0,6.0,
035420,NAVER,A+,A,A,A+,2021,7.0,6.0,6.0,7.0
035420,NAVER,B+,B+,B+,B이하,2018,5.0,5.0,5.0,2.0
035420,NAVER,B+,B+,A,B+,2017,5.0,5.0,6.0,5.0
035420,NAVER,B+,B,B+,B+,2016,5.0,3.0,5.0,5.0
035420,NAVER,B이하,B+,B이하,B이하,2015,2.0,5.0,2.0,2.0
035420,NAVER,B+,A,B+,B이하,2014,5.0,6.0,5.0,2.0
035420,NAVER,B+,B+,B+,B이하,2013,5.0,5.0,5.0,2.0
035420,NAVER,B+,A,B+,B+,2012,5.0,6.0,5.0,5.0
035420,NAVER,B+,A,B+,B이하,2011,5.0,6.0,5.0,2.0
078520,에이블씨엔씨,B+,C,B+,B+,2021,5.0,1.0,5.0,5.0
078520,에이블씨엔씨,B이하,D,B이하,B이하,2018,2.0,0.0,2.0,2.0
078520,에이블씨엔씨,B이하,B+,B이하,B이하,2017,2.0,5.0,2.0,2.0
078520,에이블씨엔씨,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
078520,에이블씨엔씨,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
078520,에이블씨엔씨,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
078520,에이블씨엔씨,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
078520,에이블씨엔씨,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
066570,LG전자,A,A,A+,A,2021,6.0,6.0,7.0,6.0
066570,LG전자,B+,B,A,A,2018,5.0,3.0,6.0,6.0
066570,LG전자,B+,B,A,A,2017,5.0,3.0,6.0,6.0
066570,LG전자,A,B,A+,A,2016,6.0,3.0,7.0,6.0
066570,LG전자,B+,C,A,A,2015,5.0,1.0,6.0,6.0
066570,LG전자,A,B+,A,A+,2014,6.0,5.0,6.0,7.0
066570,LG전자,A,B+,A,A,2013,6.0,5.0,6.0,6.0
066570,LG전자,A,B+,A,A,2012,6.0,5.0,6.0,6.0
066570,LG전자,A,B+,A,A,2011,6.0,5.0,6.0,6.0
004990,롯데지주,A,B+,A+,A,2021,6.0,5.0,7.0,6.0
004990,롯데지주,,B+,,,2018,,5.0,,
004990,롯데지주,B+,B,A+,A,2017,5.0,3.0,7.0,6.0
004990,롯데지주,B+,C,A+,A,2016,5.0,1.0,7.0,6.0
004990,롯데지주,B+,C,B+,A,2015,5.0,1.0,5.0,6.0
004990,롯데지주,B+,B+,B+,A,2014,5.0,5.0,5.0,6.0
004990,롯데지주,B+,B+,B+,B+,2013,5.0,5.0,5.0,5.0
004990,롯데지주,A,B+,A,A,2012,6.0,5.0,6.0,6.0
004990,롯데지주,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
112610,씨에스윈드,B,B,C,B+,2021,3.0,3.0,1.0,5.0
112610,씨에스윈드,B이하,B+,B이하,B이하,2018,2.0,5.0,2.0,2.0
112610,씨에스윈드,B+,B+,B이하,B이하,2017,5.0,5.0,2.0,2.0
112610,씨에스윈드,B이하,B+,B이하,B이하,2016,2.0,5.0,2.0,2.0
088350,한화생명,A,A+,A+,B+,2021,6.0,7.0,7.0,5.0
088350,한화생명,B+,B+ 이하,B+,B+,2018,5.0,4.0,5.0,5.0
088350,한화생명,B+,B+,A,B이하,2017,5.0,5.0,6.0,2.0
088350,한화생명,B이하,B+,B+,B이하,2016,2.0,5.0,5.0,2.0
088350,한화생명,B+,A,A,B이하,2015,5.0,6.0,6.0,2.0
088350,한화생명,B+,A,B이하,B이하,2014,5.0,6.0,2.0,2.0
088350,한화생명,B+,A,B이하,B이하,2013,5.0,6.0,2.0,2.0
088350,한화생명,B이하,B+,B이하,B이하,2012,2.0,5.0,2.0,2.0
271940,일진하이솔루스,,,,,,,,,
178920,PI첨단소재,B+,B+,B,B+,2021,5.0,5.0,3.0,5.0
000060,메리츠화재,B,D,B+,B+,2021,3.0,0.0,5.0,5.0
000060,메리츠화재,B+,A,B이하,B이하,2018,5.0,6.0,2.0,2.0
000060,메리츠화재,B+,A,B이하,B이하,2017,5.0,6.0,2.0,2.0
000060,메리츠화재,B+,A+,B+,B이하,2016,5.0,7.0,5.0,2.0
000060,메리츠화재,B+,A,B+,B이하,2015,5.0,6.0,5.0,2.0
000060,메리츠화재,B+,A+,B+,B이하,2014,5.0,7.0,5.0,2.0
000060,메리츠화재,B+,A,B이하,B이하,2013,5.0,6.0,2.0,2.0
000060,메리츠화재,B+,A,B+,B이하,2012,5.0,6.0,5.0,2.0
000060,메리츠화재,B+,A,B+,B이하,2011,5.0,6.0,5.0,2.0
010120,엘에스일렉트릭,A,B+,A+,B+,2021,6.0,5.0,7.0,5.0
042660,대우조선해양,A,B,A+,A,2021,6.0,3.0,7.0,6.0
042660,대우조선해양,B이하,B+,B이하,B+,2018,2.0,5.0,2.0,5.0
042660,대우조선해양,B이하,C,B이하,B+,2017,2.0,1.0,2.0,5.0
042660,대우조선해양,B+,C,B+,A,2016,5.0,1.0,5.0,6.0
042660,대우조선해양,B+,B,B이하,A,2015,5.0,3.0,2.0,6.0
042660,대우조선해양,B+,B+,B이하,B+,2014,5.0,5.0,2.0,5.0
042660,대우조선해양,B+,B+,B+,B+,2013,5.0,5.0,5.0,5.0
042660,대우조선해양,B+,B+,B이하,B+,2012,5.0,5.0,2.0,5.0
042660,대우조선해양,B+,B+,B+,A,2011,5.0,5.0,5.0,6.0
004370,농심,B+,B,A,B,2021,5.0,3.0,6.0,3.0
004370,농심,B이하,C,B+,B+,2018,2.0,1.0,5.0,5.0
004370,농심,B이하,B,B이하,B+,2017,2.0,3.0,2.0,5.0
004370,농심,B이하,D,B이하,B+,2016,2.0,0.0,2.0,5.0
004370,농심,B이하,C,B이하,B+,2015,2.0,1.0,2.0,5.0
004370,농심,B이하,B,B이하,B+,2014,2.0,3.0,2.0,5.0
004370,농심,B이하,B,B이하,B+,2013,2.0,3.0,2.0,5.0
004370,농심,B이하,B,B이하,B+,2012,2.0,3.0,2.0,5.0
004370,농심,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
000430,대원강업,B,B,C,B+,2021,3.0,3.0,1.0,5.0
000430,대원강업,B+,B,B+,B+,2018,5.0,3.0,5.0,5.0
000430,대원강업,B이하,B,B이하,B+,2017,2.0,3.0,2.0,5.0
000430,대원강업,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
000430,대원강업,B이하,C,B이하,B+,2015,2.0,1.0,2.0,5.0
000430,대원강업,B이하,B,B이하,B+,2014,2.0,3.0,2.0,5.0
000430,대원강업,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
000430,대원강업,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
000430,대원강업,B이하,C,B이하,B이하,2011,2.0,1.0,2.0,2.0
003000,부광약품,C,D,D,B+,2021,1.0,0.0,0.0,5.0
003000,부광약품,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
003000,부광약품,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
003000,부광약품,B이하,B+,B이하,B이하,2016,2.0,5.0,2.0,2.0
003000,부광약품,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
003000,부광약품,B이하,B+,B이하,B이하,2014,2.0,5.0,2.0,2.0
003000,부광약품,B이하,B+,B이하,B이하,2013,2.0,5.0,2.0,2.0
003000,부광약품,B이하,B+,B이하,B이하,2012,2.0,5.0,2.0,2.0
003000,부광약품,B이하,B+,B이하,,2011,2.0,5.0,2.0,
323410,카카오뱅크,,,,,,,,,
014680,한솔케미칼,A,A,A,A,2021,6.0,6.0,6.0,6.0
014680,한솔케미칼,B+,B+,B+,B+,2018,5.0,5.0,5.0,5.0
014680,한솔케미칼,B+,B+,B이하,B+,2017,5.0,5.0,2.0,5.0
014680,한솔케미칼,B+,B,B+,B+,2016,5.0,3.0,5.0,5.0
014680,한솔케미칼,B+,B+,B이하,B+,2015,5.0,5.0,2.0,5.0
014680,한솔케미칼,B+,B+,B이하,B+,2014,5.0,5.0,2.0,5.0
014680,한솔케미칼,B이하,C,B이하,B+,2013,2.0,1.0,2.0,5.0
014680,한솔케미칼,B이하,B,B이하,B+,2012,2.0,3.0,2.0,5.0
014680,한솔케미칼,B이하,B,B이하,B+,2011,2.0,3.0,2.0,5.0
078930,GS,A,A,A,A,2021,6.0,6.0,6.0,6.0
078930,GS,B이하,B+,B이하,B이하,2018,2.0,5.0,2.0,2.0
078930,GS,B이하,B+,B이하,B이하,2017,2.0,5.0,2.0,2.0
078930,GS,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
078930,GS,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
078930,GS,B이하,B+,B이하,B이하,2014,2.0,5.0,2.0,2.0
078930,GS,B이하,B+,B이하,B이하,2013,2.0,5.0,2.0,2.0
078930,GS,B이하,B+,B이하,B이하,2012,2.0,5.0,2.0,2.0
078930,GS,,B+,,,2011,,5.0,,
000120,CJ대한통운,A,A,A+,A,2021,6.0,6.0,7.0,6.0
000120,CJ대한통운,B+,B+,B+,A,2018,5.0,5.0,5.0,6.0
000120,CJ대한통운,B+,B+,B+,A,2017,5.0,5.0,5.0,6.0
000120,CJ대한통운,A,B+,A,A,2016,6.0,5.0,6.0,6.0
000120,CJ대한통운,B+,B+,B+,B+,2015,5.0,5.0,5.0,5.0
000120,CJ대한통운,B+,B+,A,B+,2014,5.0,5.0,6.0,5.0
000120,CJ대한통운,B+,B+,A,B+,2013,5.0,5.0,6.0,5.0
000120,CJ대한통운,B이하,B,B+,B이하,2012,2.0,3.0,5.0,2.0
000120,CJ대한통운,B+,B,B+,B이하,2011,5.0,3.0,5.0,2.0
170900,동아에스티,A,B+,A+,A,2021,6.0,5.0,7.0,6.0
170900,동아에스티,B이하,B,A,B이하,2018,2.0,3.0,6.0,2.0
170900,동아에스티,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
170900,동아에스티,B이하,B+,B+,B이하,2016,2.0,5.0,5.0,2.0
170900,동아에스티,B이하,B+,B이하,B이하,2015,2.0,5.0,2.0,2.0
034220,LG디스플레이,B+,B,A,B+,2021,5.0,3.0,6.0,5.0
034220,LG디스플레이,A,B+,A+,A,2018,6.0,5.0,7.0,6.0
034220,LG디스플레이,A,B+,A,A,2017,6.0,5.0,6.0,6.0
034220,LG디스플레이,B+,B+,A,B+,2016,5.0,5.0,6.0,5.0
034220,LG디스플레이,B+,B+,B+,A,2015,5.0,5.0,5.0,6.0
034220,LG디스플레이,A,B+,A,A,2014,6.0,5.0,6.0,6.0
034220,LG디스플레이,B+,B+,A,B+,2013,5.0,5.0,6.0,5.0
034220,LG디스플레이,B+,B+,B+,B+,2012,5.0,5.0,5.0,5.0
034220,LG디스플레이,B+,B+,B+,B+,2011,5.0,5.0,5.0,5.0
016800,퍼시스,B,C,B+,B,2021,3.0,1.0,5.0,3.0
016800,퍼시스,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
016800,퍼시스,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
016800,퍼시스,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
016800,퍼시스,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
016800,퍼시스,B이하,B,B이하,B+,2014,2.0,3.0,2.0,5.0
016800,퍼시스,B이하,B,B이하,B+,2013,2.0,3.0,2.0,5.0
016800,퍼시스,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
016800,퍼시스,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
086790,하나금융지주,A,A,A+,A,2021,6.0,6.0,7.0,6.0
086790,하나금융지주,A+,A+,A,A,2018,7.0,7.0,6.0,6.0
086790,하나금융지주,A,A,A,B+,2017,6.0,6.0,6.0,5.0
086790,하나금융지주,A,A+,A,B이하,2016,6.0,7.0,6.0,2.0
086790,하나금융지주,A,A+,B+,B이하,2015,6.0,7.0,5.0,2.0
086790,하나금융지주,A,A+,B+,B이하,2014,6.0,7.0,5.0,2.0
086790,하나금융지주,A,A+,B+,B+,2013,6.0,7.0,5.0,5.0
086790,하나금융지주,A,A+,A,B이하,2012,6.0,7.0,6.0,2.0
086790,하나금융지주,B+,A+,B+,B이하,2011,5.0,7.0,5.0,2.0
180640,한진칼,A,A,A,A,2021,6.0,6.0,6.0,6.0
180640,한진칼,B이하,C,B이하,B이하,2018,2.0,1.0,2.0,2.0
180640,한진칼,B이하,C,B이하,B이하,2017,2.0,1.0,2.0,2.0
180640,한진칼,B이하,C,B이하,B이하,2016,2.0,1.0,2.0,2.0
180640,한진칼,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
011210,현대위아,A,A,A+,A,2021,6.0,6.0,7.0,6.0
011210,현대위아,B+,B+,B이하,B+,2018,5.0,5.0,2.0,5.0
011210,현대위아,B이하,B,B이하,B+,2017,2.0,3.0,2.0,5.0
011210,현대위아,B+,B+,B+,B+,2016,5.0,5.0,5.0,5.0
011210,현대위아,B+,B+,B+,B+,2015,5.0,5.0,5.0,5.0
011210,현대위아,B+,B,B+,B+,2014,5.0,3.0,5.0,5.0
011210,현대위아,B+,B,B+,B+,2013,5.0,3.0,5.0,5.0
011210,현대위아,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
006280,녹십자,B+,B+,B+,B+,2021,5.0,5.0,5.0,5.0
006280,녹십자,B+,B,B+,B+,2018,5.0,3.0,5.0,5.0
006280,녹십자,B이하,B,B이하,B+,2017,2.0,3.0,2.0,5.0
006280,녹십자,B이하,C,B+,B이하,2016,2.0,1.0,5.0,2.0
006280,녹십자,B이하,B,B+,B이하,2015,2.0,3.0,5.0,2.0
006280,녹십자,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
006280,녹십자,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
006280,녹십자,B이하,B,B이하,B+,2012,2.0,3.0,2.0,5.0
006280,녹십자,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
285130,SK케미칼,A,A,A+,A,2021,6.0,6.0,7.0,6.0
294870,HDC현대산업개발,B,B,C,B+,2021,3.0,3.0,1.0,5.0
002270,롯데푸드,A,B+,A,A,2021,6.0,5.0,6.0,6.0
002270,롯데푸드,A,B+,A+,B+,2018,6.0,5.0,7.0,5.0
002270,롯데푸드,B이하,C,A+,A,2017,2.0,1.0,7.0,6.0
002270,롯데푸드,B+,C,A,A,2016,5.0,1.0,6.0,6.0
002270,롯데푸드,B이하,D,B이하,B+,2015,2.0,0.0,2.0,5.0
002270,롯데푸드,B이하,C,B이하,B+,2014,2.0,1.0,2.0,5.0
002270,롯데푸드,B이하,C,B이하,B+,2013,2.0,1.0,2.0,5.0
002270,롯데푸드,B이하,C,B이하,B+,2012,2.0,1.0,2.0,5.0
002270,롯데푸드,B이하,C,B이하,B이하,2011,2.0,1.0,2.0,2.0
015760,한국전력공사,B+,B+,B+,B+,2021,5.0,5.0,5.0,5.0
015760,한국전력공사,A,B+,A,A,2018,6.0,5.0,6.0,6.0
015760,한국전력공사,B+,B+,A,B+,2017,5.0,5.0,6.0,5.0
015760,한국전력공사,B+,C,A+,B+,2016,5.0,1.0,7.0,5.0
015760,한국전력공사,B+,B+,B+,B+,2015,5.0,5.0,5.0,5.0
015760,한국전력공사,A,A,B+,A,2014,6.0,6.0,5.0,6.0
015760,한국전력공사,A,B+,A,A,2013,6.0,5.0,6.0,6.0
015760,한국전력공사,A,B+,A,A,2012,6.0,5.0,6.0,6.0
015760,한국전력공사,A+,A,A+,,2011,7.0,6.0,7.0,
145990,삼양사,A,A,A,B+,2021,6.0,6.0,6.0,5.0
145990,삼양사,B+,B,B+,B+,2018,5.0,3.0,5.0,5.0
145990,삼양사,B이하,B,B+,B이하,2017,2.0,3.0,5.0,2.0
145990,삼양사,B이하,C,B+,B이하,2016,2.0,1.0,5.0,2.0
145990,삼양사,B이하,C,B+,B+,2015,2.0,1.0,5.0,5.0
145990,삼양사,B+,B,B+,B+,2014,5.0,3.0,5.0,5.0
145990,삼양사,B+,B,B+,B+,2013,5.0,3.0,5.0,5.0
145990,삼양사,B이하,B,B+,B이하,2012,2.0,3.0,5.0,2.0
001780,알루코,C,C,D,B,2021,1.0,1.0,0.0,3.0
001780,알루코,B이하,C,B이하,B이하,2018,2.0,1.0,2.0,2.0
001780,알루코,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
001780,알루코,B이하,D,B이하,B이하,2016,2.0,0.0,2.0,2.0
001780,알루코,B이하,D,B이하,B이하,2015,2.0,0.0,2.0,2.0
001780,알루코,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
001780,알루코,B이하,D,B이하,B이하,2013,2.0,0.0,2.0,2.0
001780,알루코,B이하,C,B이하,B이하,2012,2.0,1.0,2.0,2.0
001780,알루코,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
006260,LS,A,B+,A+,B+,2021,6.0,5.0,7.0,5.0
006260,LS,B이하,C,B+,B이하,2018,2.0,1.0,5.0,2.0
006260,LS,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
006260,LS,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
006260,LS,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
006260,LS,B이하,B+,B이하,B이하,2014,2.0,5.0,2.0,2.0
006260,LS,B이하,B+,B이하,B이하,2013,2.0,5.0,2.0,2.0
006260,LS,B이하,B+,B이하,B이하,2012,2.0,5.0,2.0,2.0
006260,LS,B이하,B+,B이하,,2011,2.0,5.0,2.0,
051310,포스코플랜텍,B+,C,A,B+,2015,5.0,1.0,6.0,5.0
051310,포스코플랜텍,B이하,C,A,B이하,2014,2.0,1.0,6.0,2.0
051310,포스코플랜텍,B이하,C,B+,B+,2013,2.0,1.0,5.0,5.0
051310,포스코플랜텍,B+,B,B+,B+,2012,5.0,3.0,5.0,5.0
051310,포스코플랜텍,B+,B+,B+,B+,2011,5.0,5.0,5.0,5.0
003550,LG,A,A,A+,A,2021,6.0,6.0,7.0,6.0
003550,LG,B+,B+,A,B+,2018,5.0,5.0,6.0,5.0
003550,LG,B+,B+,B+,B이하,2017,5.0,5.0,5.0,2.0
003550,LG,B+,A,B+,B이하,2016,5.0,6.0,5.0,2.0
003550,LG,B+,A,B+,B이하,2015,5.0,6.0,5.0,2.0
003550,LG,B+,A,B+,B이하,2014,5.0,6.0,5.0,2.0
003550,LG,B+,A,B+,B이하,2013,5.0,6.0,5.0,2.0
003550,LG,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
003550,LG,B이하,B+,B이하,,2011,2.0,5.0,2.0,
036570,엔씨소프트,A,B+,A,A,2021,6.0,5.0,6.0,6.0
036570,엔씨소프트,B이하,B+,B이하,B이하,2018,2.0,5.0,2.0,2.0
036570,엔씨소프트,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
036570,엔씨소프트,B이하,B+,B이하,B이하,2016,2.0,5.0,2.0,2.0
036570,엔씨소프트,B이하,A,B이하,B이하,2015,2.0,6.0,2.0,2.0
036570,엔씨소프트,B이하,B+,B이하,B이하,2014,2.0,5.0,2.0,2.0
036570,엔씨소프트,B이하,B+,B이하,B이하,2013,2.0,5.0,2.0,2.0
036570,엔씨소프트,B+,A,B이하,B이하,2012,5.0,6.0,2.0,2.0
036570,엔씨소프트,B이하,B+,B이하,,2011,2.0,5.0,2.0,
284740,쿠쿠홈시스,B,D,C,B+,2021,3.0,0.0,1.0,5.0
047810,한국항공우주,A,A,A+,B+,2021,6.0,6.0,7.0,5.0
047810,한국항공우주,A,B+,A+,B+,2018,6.0,5.0,7.0,5.0
047810,한국항공우주,B이하,B,B이하,B+,2017,2.0,3.0,2.0,5.0
047810,한국항공우주,B이하,B,B이하,B+,2016,2.0,3.0,2.0,5.0
047810,한국항공우주,B이하,B,B이하,B+,2015,2.0,3.0,2.0,5.0
047810,한국항공우주,B+,B+,B이하,B+,2014,5.0,5.0,2.0,5.0
047810,한국항공우주,B+,B+,B+,B이하,2013,5.0,5.0,5.0,2.0
047810,한국항공우주,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
006040,동원산업,B,C,B+,B+,2021,3.0,1.0,5.0,5.0
006040,동원산업,B이하,C,B이하,B이하,2018,2.0,1.0,2.0,2.0
006040,동원산업,B+,B,A,B이하,2017,5.0,3.0,6.0,2.0
006040,동원산업,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
006040,동원산업,B이하,B,B+,B이하,2015,2.0,3.0,5.0,2.0
006040,동원산업,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
006040,동원산업,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
006040,동원산업,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
006040,동원산업,B이하,C,B이하,,2011,2.0,1.0,2.0,
012450,한화에어로스페이스,A,A,A,A,2021,6.0,6.0,6.0,6.0
012450,한화에어로스페이스,B+,B,B이하,A,2018,5.0,3.0,2.0,6.0
042670,현대두산인프라코어,A,A,A+,A,2021,6.0,6.0,7.0,6.0
138040,메리츠금융지주,B+,D,B+,A,2021,5.0,0.0,5.0,6.0
138040,메리츠금융지주,B+,A,B이하,B이하,2018,5.0,6.0,2.0,2.0
138040,메리츠금융지주,B+,A,B이하,B이하,2017,5.0,6.0,2.0,2.0
138040,메리츠금융지주,B이하,A,B이하,B이하,2016,2.0,6.0,2.0,2.0
138040,메리츠금융지주,B이하,A,B이하,B이하,2015,2.0,6.0,2.0,2.0
138040,메리츠금융지주,B이하,B+,B이하,B이하,2014,2.0,5.0,2.0,2.0
138040,메리츠금융지주,B이하,B+,B이하,B이하,2013,2.0,5.0,2.0,2.0
079160,CJ CGV,A,B,A,A,2021,6.0,3.0,6.0,6.0
079160,CJ CGV,B+,A,B+,B이하,2018,5.0,6.0,5.0,2.0
079160,CJ CGV,B이하,B+,B+,B이하,2017,2.0,5.0,5.0,2.0
079160,CJ CGV,B이하,C,B+,B이하,2016,2.0,1.0,5.0,2.0
079160,CJ CGV,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
079160,CJ CGV,B이하,C,B+,B이하,2014,2.0,1.0,5.0,2.0
079160,CJ CGV,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
079160,CJ CGV,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
