종목코드,종목명,ESG등급,환경,사회,지배구조,평가년도,ESG등급_ca,환경_ca,사회_ca,지배구조_ca
029530,신도리코,B이하,C,B이하,B이하,2011,2.0,1.0,2.0,2.0
027410,BGF,A,A,A+,A,2021,6.0,6.0,7.0,6.0
027410,BGF,,B,,,2018,,3.0,,
027410,BGF,B이하,B,A,B이하,2017,2.0,3.0,6.0,2.0
027410,BGF,B이하,B,B+,B이하,2016,2.0,3.0,5.0,2.0
025540,한국단자공업,C,C,C,B+,2021,1.0,1.0,1.0,5.0
025540,한국단자공업,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
025540,한국단자공업,B이하,B+,B이하,B이하,2017,2.0,5.0,2.0,2.0
025540,한국단자공업,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
025540,한국단자공업,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
025540,한국단자공업,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
025540,한국단자공업,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
025540,한국단자공업,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
025540,한국단자공업,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
005850,에스엘,B+,B+,B+,B+,2021,5.0,5.0,5.0,5.0
005850,에스엘,B이하,C,B+,B이하,2018,2.0,1.0,5.0,2.0
005850,에스엘,B이하,C,B+,B이하,2017,2.0,1.0,5.0,2.0
005850,에스엘,B이하,C,B+,B이하,2016,2.0,1.0,5.0,2.0
005850,에스엘,B이하,B,B+,B이하,2015,2.0,3.0,5.0,2.0
005850,에스엘,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
005850,에스엘,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
005850,에스엘,B이하,B,B+,B이하,2012,2.0,3.0,5.0,2.0
005850,에스엘,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
011070,LG이노텍,A,A,A+,A,2021,6.0,6.0,7.0,6.0
011070,LG이노텍,A,B+,A+,A,2018,6.0,5.0,7.0,6.0
011070,LG이노텍,A,B+,A+,A,2017,6.0,5.0,7.0,6.0
011070,LG이노텍,A,A,A+,A,2016,6.0,6.0,7.0,6.0
011070,LG이노텍,A,A,A,A,2015,6.0,6.0,6.0,6.0
011070,LG이노텍,A,A,A,A,2014,6.0,6.0,6.0,6.0
011070,LG이노텍,A,B+,A,A,2013,6.0,5.0,6.0,6.0
011070,LG이노텍,A,B+,A,A,2012,6.0,5.0,6.0,6.0
011070,LG이노텍,A,B+,A,A,2011,6.0,5.0,6.0,6.0
003490,대한항공,A,A,A+,A,2021,6.0,6.0,7.0,6.0
003490,대한항공,B이하,B,B이하,B+,2018,2.0,3.0,2.0,5.0
003490,대한항공,B+,B+,B+,A,2017,5.0,5.0,5.0,6.0
003490,대한항공,B+,C,B+,A,2016,5.0,1.0,5.0,6.0
003490,대한항공,B이하,D,B+,A,2015,2.0,0.0,5.0,6.0
003490,대한항공,B+,B+,A,B+,2014,5.0,5.0,6.0,5.0
003490,대한항공,A,B+,A,A,2013,6.0,5.0,6.0,6.0
003490,대한항공,A,B,A,A+,2012,6.0,3.0,6.0,7.0
003490,대한항공,A,B+,A,A,2011,6.0,5.0,6.0,6.0
006840,AK홀딩스,B+,B,B+,B+,2021,5.0,3.0,5.0,5.0
006840,AK홀딩스,B이하,C,B이하,B이하,2018,2.0,1.0,2.0,2.0
006840,AK홀딩스,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
006840,AK홀딩스,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
006840,AK홀딩스,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
006840,AK홀딩스,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
006840,AK홀딩스,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
006840,AK홀딩스,B이하,C,B이하,B+,2012,2.0,1.0,2.0,5.0
006840,AK홀딩스,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
316140,우리금융지주,A,A+,A+,A,2021,6.0,7.0,7.0,6.0
316140,우리금융지주,A,A+,A,B+,2014,6.0,7.0,6.0,5.0
316140,우리금융지주,B+,A,B+,B이하,2013,5.0,6.0,5.0,2.0
316140,우리금융지주,A,A+,A,B이하,2012,6.0,7.0,6.0,2.0
316140,우리금융지주,B+,A,B+,B+,2011,5.0,6.0,5.0,5.0
007690,국도화학,B,B,C,B+,2021,3.0,3.0,1.0,5.0
007690,국도화학,B이하,C,B이하,B+,2018,2.0,1.0,2.0,5.0
007690,국도화학,B이하,D,B이하,B+,2017,2.0,0.0,2.0,5.0
007690,국도화학,B이하,C,B이하,B+,2016,2.0,1.0,2.0,5.0
007690,국도화학,B이하,C,B이하,B+,2015,2.0,1.0,2.0,5.0
007690,국도화학,B이하,C,B이하,B+,2014,2.0,1.0,2.0,5.0
007690,국도화학,B이하,B,B이하,B+,2013,2.0,3.0,2.0,5.0
007690,국도화학,B이하,B,B이하,B+,2012,2.0,3.0,2.0,5.0
007690,국도화학,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
064350,현대로템,A,A,A+,A,2021,6.0,6.0,7.0,6.0
064350,현대로템,B+,B+,B+,B+,2018,5.0,5.0,5.0,5.0
064350,현대로템,B+,B+,B+,B+,2017,5.0,5.0,5.0,5.0
064350,현대로템,B+,B,B+,B+,2016,5.0,3.0,5.0,5.0
064350,현대로템,B+,B+,B이하,B+,2015,5.0,5.0,2.0,5.0
042700,한미반도체,C,D,D,B,2021,1.0,0.0,0.0,3.0
042700,한미반도체,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
042700,한미반도체,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
042700,한미반도체,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
042700,한미반도체,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
042700,한미반도체,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
042700,한미반도체,B이하,B+,B이하,B이하,2013,2.0,5.0,2.0,2.0
042700,한미반도체,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
042700,한미반도체,B이하,B+,B이하,,2011,2.0,5.0,2.0,
057050,현대홈쇼핑,A,A,A+,A,2021,6.0,6.0,7.0,6.0
057050,현대홈쇼핑,B+,A,B+,B이하,2018,5.0,6.0,5.0,2.0
057050,현대홈쇼핑,B+,A,B이하,B이하,2017,5.0,6.0,2.0,2.0
057050,현대홈쇼핑,B+,A,B이하,B이하,2016,5.0,6.0,2.0,2.0
057050,현대홈쇼핑,B+,A,B이하,B이하,2015,5.0,6.0,2.0,2.0
057050,현대홈쇼핑,B이하,B+,B이하,B이하,2014,2.0,5.0,2.0,2.0
057050,현대홈쇼핑,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
057050,현대홈쇼핑,B이하,B,B+,B이하,2012,2.0,3.0,5.0,2.0
000080,하이트진로,B+,B+,A,B,2021,5.0,5.0,6.0,3.0
000080,하이트진로,B이하,C,B이하,B+,2018,2.0,1.0,2.0,5.0
000080,하이트진로,B+,B,B+,B+,2017,5.0,3.0,5.0,5.0
000080,하이트진로,B이하,C,B이하,B+,2016,2.0,1.0,2.0,5.0
000080,하이트진로,B이하,B,B이하,B+,2015,2.0,3.0,2.0,5.0
000080,하이트진로,B+,B+,B이하,B+,2014,5.0,5.0,2.0,5.0
000080,하이트진로,B+,B,B+,B+,2013,5.0,3.0,5.0,5.0
000080,하이트진로,B+,B+,B이하,B+,2012,5.0,5.0,2.0,5.0
000080,하이트진로,,B,,B+,2011,,3.0,,5.0
002240,고려제강,B+,B+,B,B+,2021,5.0,5.0,3.0,5.0
002240,고려제강,B이하,C,B+,B+,2018,2.0,1.0,5.0,5.0
002240,고려제강,B이하,C,B이하,B+,2017,2.0,1.0,2.0,5.0
002240,고려제강,B이하,D,B이하,B+,2016,2.0,0.0,2.0,5.0
002240,고려제강,B이하,B,B이하,B+,2015,2.0,3.0,2.0,5.0
002240,고려제강,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
002240,고려제강,B이하,C,B이하,B+,2013,2.0,1.0,2.0,5.0
002240,고려제강,B이하,C,B이하,B이하,2012,2.0,1.0,2.0,2.0
002240,고려제강,B이하,C,B이하,,2011,2.0,1.0,2.0,
006360,GS건설,A,A,A+,A,2021,6.0,6.0,7.0,6.0
006360,GS건설,B+,B+,B+,A,2018,5.0,5.0,5.0,6.0
006360,GS건설,A,B+,A,A,2017,6.0,5.0,6.0,6.0
006360,GS건설,B+,B+,B+,A,2016,5.0,5.0,5.0,6.0
006360,GS건설,B+,B,A,A,2015,5.0,3.0,6.0,6.0
006360,GS건설,A,B+,A,A,2014,6.0,5.0,6.0,6.0
006360,GS건설,A,A,A,A,2013,6.0,6.0,6.0,6.0
006360,GS건설,A,A,A,A,2012,6.0,6.0,6.0,6.0
006360,GS건설,A,A,A,A,2011,6.0,6.0,6.0,6.0
001040,CJ,A,B+,A+,A,2021,6.0,5.0,7.0,6.0
001040,CJ,A,A,A+,B이하,2018,6.0,6.0,7.0,2.0
001040,CJ,A,A,A,B이하,2017,6.0,6.0,6.0,2.0
001040,CJ,B+,B+,A,B+,2016,5.0,5.0,6.0,5.0
001040,CJ,B+,B,A,B+,2015,5.0,3.0,6.0,5.0
001040,CJ,B+,B,A,B+,2014,5.0,3.0,6.0,5.0
001040,CJ,B+,B,A,B이하,2013,5.0,3.0,6.0,2.0
001040,CJ,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
001040,CJ,B이하,B+,B이하,,2011,2.0,5.0,2.0,
047050,포스코인터내셔널,A+,A,A+,A+,2021,7.0,6.0,7.0,7.0
005830,DB손해보험,A,A,A+,B+,2021,6.0,6.0,7.0,5.0
005830,DB손해보험,B+,B+ 이하,A,A,2018,5.0,4.0,6.0,6.0
005830,DB손해보험,A,A,A,B+,2017,6.0,6.0,6.0,5.0
005830,DB손해보험,A,A+,A,B+,2016,6.0,7.0,6.0,5.0
005830,DB손해보험,A,A,A,B+,2015,6.0,6.0,6.0,5.0
005830,DB손해보험,A,A+,B+,B+,2014,6.0,7.0,5.0,5.0
005830,DB손해보험,B+,B+,B+,B+,2013,5.0,5.0,5.0,5.0
005830,DB손해보험,B+,B+,A,B+,2012,5.0,5.0,6.0,5.0
005830,DB손해보험,A,A,A,B+,2011,6.0,6.0,6.0,5.0
010690,화신,B+,B+,A,B+,2021,5.0,5.0,6.0,5.0
010690,화신,B이하,C,B이하,B이하,2018,2.0,1.0,2.0,2.0
010690,화신,B이하,D,B이하,B이하,2017,2.0,0.0,2.0,2.0
010690,화신,B이하,C,B이하,B이하,2016,2.0,1.0,2.0,2.0
010690,화신,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
010690,화신,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
010690,화신,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
010690,화신,B이하,C,B이하,B이하,2012,2.0,1.0,2.0,2.0
010690,화신,B이하,C,B이하,,2011,2.0,1.0,2.0,
005740,크라운해태홀딩스,B,C,B+,B,2021,3.0,1.0,5.0,3.0
005740,크라운해태홀딩스,B이하,B,B+,B이하,2018,2.0,3.0,5.0,2.0
005740,크라운해태홀딩스,B이하,B,B+,B이하,2017,2.0,3.0,5.0,2.0
005740,크라운해태홀딩스,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
005740,크라운해태홀딩스,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
005740,크라운해태홀딩스,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
005740,크라운해태홀딩스,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
005740,크라운해태홀딩스,B이하,C,B이하,B이하,2012,2.0,1.0,2.0,2.0
005740,크라운해태홀딩스,B이하,B,B이하,,2011,2.0,3.0,2.0,
001630,종근당홀딩스,B+,B+,A,B+,2021,5.0,5.0,6.0,5.0
001630,종근당홀딩스,B이하,B,B+,B이하,2018,2.0,3.0,5.0,2.0
001630,종근당홀딩스,B이하,B+,B이하,B이하,2017,2.0,5.0,2.0,2.0
001630,종근당홀딩스,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
001630,종근당홀딩스,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
001630,종근당홀딩스,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
001630,종근당홀딩스,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
001630,종근당홀딩스,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
001630,종근당홀딩스,B이하,B,B이하,,2011,2.0,3.0,2.0,
036580,팜스코,B+,B+,A,B+,2021,5.0,5.0,6.0,5.0
036580,팜스코,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
036580,팜스코,B이하,B+,B이하,B이하,2017,2.0,5.0,2.0,2.0
036580,팜스코,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
036580,팜스코,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
036580,팜스코,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
036580,팜스코,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
036580,팜스코,B이하,C,B이하,B이하,2012,2.0,1.0,2.0,2.0
036580,팜스코,B이하,C,B이하,B이하,2011,2.0,1.0,2.0,2.0
071050,한국금융지주,B+,C,A,B+,2021,5.0,1.0,6.0,5.0
071050,한국금융지주,B이하,B+ 이하,B+,B이하,2018,2.0,4.0,5.0,2.0
071050,한국금융지주,B이하,A,B이하,B이하,2017,2.0,6.0,2.0,2.0
071050,한국금융지주,B이하,A+,B이하,B이하,2016,2.0,7.0,2.0,2.0
071050,한국금융지주,B이하,A,B이하,B이하,2015,2.0,6.0,2.0,2.0
071050,한국금융지주,B이하,A,B이하,B이하,2014,2.0,6.0,2.0,2.0
071050,한국금융지주,B이하,A,B이하,B이하,2013,2.0,6.0,2.0,2.0
071050,한국금융지주,B이하,A,B이하,B이하,2012,2.0,6.0,2.0,2.0
071050,한국금융지주,,A,,,2011,,6.0,,
079550,LIG넥스원,A,A,A+,A,2021,6.0,6.0,7.0,6.0
079550,LIG넥스원,B+,B+,B+,B+,2018,5.0,5.0,5.0,5.0
079550,LIG넥스원,B+,B+,B+,B+,2017,5.0,5.0,5.0,5.0
007700,F&F 홀딩스,B+,B+,A,B+,2021,5.0,5.0,6.0,5.0
017670,SK텔레콤,A,A,A+,A,2021,6.0,6.0,7.0,6.0
017670,SK텔레콤,A+,A+,A,A,2018,7.0,7.0,6.0,6.0
017670,SK텔레콤,A,A,B+,A,2017,6.0,6.0,5.0,6.0
017670,SK텔레콤,A,A,B+,A,2016,6.0,6.0,5.0,6.0
017670,SK텔레콤,A,A,A,A,2015,6.0,6.0,6.0,6.0
017670,SK텔레콤,A,A+,B+,A,2014,6.0,7.0,5.0,6.0
017670,SK텔레콤,A,B+,A,A,2013,6.0,5.0,6.0,6.0
017670,SK텔레콤,A,B+,A,A+,2012,6.0,5.0,6.0,7.0
017670,SK텔레콤,A+,A+,A+,A+,2011,7.0,7.0,7.0,7.0
035250,강원랜드,A,B+,A,A,2021,6.0,5.0,6.0,6.0
035250,강원랜드,B+,B+,B+,A,2018,5.0,5.0,5.0,6.0
035250,강원랜드,B+,B,A,A,2017,5.0,3.0,6.0,6.0
035250,강원랜드,A,B+,A,A,2016,6.0,5.0,6.0,6.0
035250,강원랜드,B+,A,B+,B+,2015,5.0,6.0,5.0,5.0
035250,강원랜드,B+,B+,A,B+,2014,5.0,5.0,6.0,5.0
035250,강원랜드,B+,B+,A,B+,2013,5.0,5.0,6.0,5.0
035250,강원랜드,B+,B+,A,B+,2012,5.0,5.0,6.0,5.0
035250,강원랜드,B이하,B+,B이하,,2011,2.0,5.0,2.0,
016360,삼성증권,A,A,A+,B+,2021,6.0,6.0,7.0,5.0
016360,삼성증권,B+,B+ 이하,A,B이하,2018,5.0,4.0,6.0,2.0
016360,삼성증권,B+,A,B+,B이하,2017,5.0,6.0,5.0,2.0
016360,삼성증권,A,A+,B+,B이하,2016,6.0,7.0,5.0,2.0
016360,삼성증권,A,A+,B+,B이하,2015,6.0,7.0,5.0,2.0
016360,삼성증권,B+,A,A,B이하,2014,5.0,6.0,6.0,2.0
016360,삼성증권,B+,A,B+,B이하,2013,5.0,6.0,5.0,2.0
016360,삼성증권,A,A,A+,B+,2012,6.0,6.0,7.0,5.0
016360,삼성증권,A,A,A,B+,2011,6.0,6.0,6.0,5.0
009240,한샘,A,B+,A+,A,2021,6.0,5.0,7.0,6.0
009240,한샘,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
009240,한샘,B이하,C,B이하,B이하,2017,2.0,1.0,2.0,2.0
009240,한샘,B이하,B+,B이하,B이하,2016,2.0,5.0,2.0,2.0
009240,한샘,B이하,B+,B이하,B이하,2015,2.0,5.0,2.0,2.0
009240,한샘,B이하,B+,B이하,B이하,2014,2.0,5.0,2.0,2.0
009240,한샘,B이하,B+,B이하,B이하,2013,2.0,5.0,2.0,2.0
009240,한샘,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
009240,한샘,B+,B,B+,B이하,2011,5.0,3.0,5.0,2.0
005440,현대그린푸드,A,A,A+,A,2021,6.0,6.0,7.0,6.0
005440,현대그린푸드,B+,B+,B이하,B이하,2018,5.0,5.0,2.0,2.0
005440,현대그린푸드,B+,B+,B이하,B+,2017,5.0,5.0,2.0,5.0
005440,현대그린푸드,B이하,B+,B이하,B이하,2016,2.0,5.0,2.0,2.0
005440,현대그린푸드,B이하,B+,B이하,B이하,2015,2.0,5.0,2.0,2.0
005440,현대그린푸드,B이하,B+,B이하,B이하,2014,2.0,5.0,2.0,2.0
005440,현대그린푸드,B이하,B,B+,B이하,2013,2.0,3.0,5.0,2.0
005440,현대그린푸드,B이하,B,B+,B이하,2012,2.0,3.0,5.0,2.0
005440,현대그린푸드,B이하,B,B이하,,2011,2.0,3.0,2.0,
007860,서연,B+,B+,A,B+,2021,5.0,5.0,6.0,5.0
007860,서연,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
007860,서연,B이하,D,B이하,B이하,2017,2.0,0.0,2.0,2.0
007860,서연,B이하,C,B이하,B이하,2016,2.0,1.0,2.0,2.0
007860,서연,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
007860,서연,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
007860,서연,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
007860,서연,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
007860,서연,B이하,C,B이하,B이하,2011,2.0,1.0,2.0,2.0
383220,F&F,B이하,C,B이하,B이하,2018,2.0,1.0,2.0,2.0
383220,F&F,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
383220,F&F,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
383220,F&F,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
383220,F&F,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
383220,F&F,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
383220,F&F,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
383220,F&F,,B,,,2011,,3.0,,
001130,대한제분,B,C,C,B+,2021,3.0,1.0,1.0,5.0
001130,대한제분,B이하,C,B이하,B이하,2018,2.0,1.0,2.0,2.0
001130,대한제분,B이하,C,B이하,B이하,2017,2.0,1.0,2.0,2.0
001130,대한제분,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
001130,대한제분,B이하,C,B이하,B+,2015,2.0,1.0,2.0,5.0
001130,대한제분,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
001130,대한제분,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
001130,대한제분,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
001130,대한제분,B이하,B,B이하,,2011,2.0,3.0,2.0,
000720,현대건설,A,A,A,A,2021,6.0,6.0,6.0,6.0
000720,현대건설,A,B+,A,A,2018,6.0,5.0,6.0,6.0
000720,현대건설,B이하,D,B+,B+,2017,2.0,0.0,5.0,5.0
000720,현대건설,B+,B,B+,A,2016,5.0,3.0,5.0,6.0
000720,현대건설,B+,B,B+,A,2015,5.0,3.0,5.0,6.0
000720,현대건설,B+,B+,B+,A,2014,5.0,5.0,5.0,6.0
000720,현대건설,B+,B+,B+,B+,2013,5.0,5.0,5.0,5.0
000720,현대건설,B+,B+,A,B+,2012,5.0,5.0,6.0,5.0
000720,현대건설,A,B+,A,A,2011,6.0,5.0,6.0,6.0
000990,DB하이텍,A,A,A,A,2021,6.0,6.0,6.0,6.0
000990,DB하이텍,B+,B,B+,B+,2018,5.0,3.0,5.0,5.0
000990,DB하이텍,B이하,C,B+,B+,2017,2.0,1.0,5.0,5.0
000990,DB하이텍,B+,B,B+,B+,2016,5.0,3.0,5.0,5.0
000990,DB하이텍,B이하,C,B+,B+,2015,2.0,1.0,5.0,5.0
000990,DB하이텍,B이하,B,B+,B이하,2014,2.0,3.0,5.0,2.0
000990,DB하이텍,B+,B+,B이하,B+,2013,5.0,5.0,2.0,5.0
000990,DB하이텍,B이하,B,B이하,B+,2012,2.0,3.0,2.0,5.0
000990,DB하이텍,B이하,B,B이하,B+,2011,2.0,3.0,2.0,5.0
008770,호텔신라,A,B+,A+,A,2021,6.0,5.0,7.0,6.0
008770,호텔신라,A,A,A,B+,2018,6.0,6.0,6.0,5.0
008770,호텔신라,B+,B+,B+,B이하,2017,5.0,5.0,5.0,2.0
008770,호텔신라,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
008770,호텔신라,B이하,B,B이하,B+,2015,2.0,3.0,2.0,5.0
008770,호텔신라,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
008770,호텔신라,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
008770,호텔신라,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
008770,호텔신라,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
019170,신풍제약,B,D,B,B+,2021,3.0,0.0,3.0,5.0
019170,신풍제약,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
019170,신풍제약,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
019170,신풍제약,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
019170,신풍제약,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
019170,신풍제약,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
019170,신풍제약,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
019170,신풍제약,B이하,C,B이하,B이하,2012,2.0,1.0,2.0,2.0
019170,신풍제약,B이하,B,B이하,B이하,2011,2.0,3.0,2.0,2.0
033240,자화전자,C,C,C,B+,2021,1.0,1.0,1.0,5.0
033240,자화전자,B이하,C,B+,B이하,2018,2.0,1.0,5.0,2.0
033240,자화전자,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
033240,자화전자,B이하,B,B이하,B+,2016,2.0,3.0,2.0,5.0
033240,자화전자,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
033240,자화전자,B이하,B,B이하,B+,2014,2.0,3.0,2.0,5.0
033240,자화전자,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
033240,자화전자,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
033240,자화전자,B이하,C,B이하,B이하,2011,2.0,1.0,2.0,2.0
241590,화승엔터프라이즈,B+,B,B+,A,2021,5.0,3.0,5.0,6.0
241590,화승엔터프라이즈,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
241590,화승엔터프라이즈,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
020000,한섬,A,A,A+,A,2021,6.0,6.0,7.0,6.0
020000,한섬,B이하,B+,B+,B이하,2018,2.0,5.0,5.0,2.0
020000,한섬,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
020000,한섬,B이하,B+,B이하,B이하,2016,2.0,5.0,2.0,2.0
020000,한섬,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
020000,한섬,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
020000,한섬,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
020000,한섬,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
020000,한섬,B이하,B,B이하,,2011,2.0,3.0,2.0,
084870,티비에이치글로벌,B,D,B+,B+,2021,3.0,0.0,5.0,5.0
084870,티비에이치글로벌,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
084870,티비에이치글로벌,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
084870,티비에이치글로벌,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
084870,티비에이치글로벌,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
084870,티비에이치글로벌,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
084870,티비에이치글로벌,B이하,C,B이하,B이하,2013,2.0,1.0,2.0,2.0
084870,티비에이치글로벌,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
084870,티비에이치글로벌,B이하,B,B이하,,2011,2.0,3.0,2.0,
214320,이노션,A,B+,A,A,2021,6.0,5.0,6.0,6.0
214320,이노션,B이하,B+,B+,B이하,2018,2.0,5.0,5.0,2.0
214320,이노션,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
007570,일양약품,C,D,C,B+,2021,1.0,0.0,1.0,5.0
007570,일양약품,B이하,B,B이하,B이하,2018,2.0,3.0,2.0,2.0
007570,일양약품,B이하,B,B이하,B이하,2017,2.0,3.0,2.0,2.0
007570,일양약품,B이하,B,B이하,B이하,2016,2.0,3.0,2.0,2.0
007570,일양약품,B이하,B,B이하,B이하,2015,2.0,3.0,2.0,2.0
007570,일양약품,B이하,B,B이하,B이하,2014,2.0,3.0,2.0,2.0
007570,일양약품,B이하,B,B이하,B이하,2013,2.0,3.0,2.0,2.0
007570,일양약품,B이하,B,B이하,B이하,2012,2.0,3.0,2.0,2.0
007570,일양약품,B이하,B,B이하,,2011,2.0,3.0,2.0,
079980,휴비스,A,B+,A+,A,2021,6.0,5.0,7.0,6.0
079980,휴비스,B+,B+,B+,B+,2018,5.0,5.0,5.0,5.0
079980,휴비스,B+,B,A,B+,2017,5.0,3.0,6.0,5.0
079980,휴비스,B+,B,B+,B+,2016,5.0,3.0,5.0,5.0
079980,휴비스,B이하,C,B이하,B이하,2015,2.0,1.0,2.0,2.0
079980,휴비스,B이하,C,B이하,B이하,2014,2.0,1.0,2.0,2.0
071840,롯데하이마트,A,A,A+,A,2021,6.0,6.0,7.0,6.0
071840,롯데하이마트,A,A,A+,B이하,2018,6.0,6.0,7.0,2.0
071840,롯데하이마트,B+,A,A+,B이하,2017,5.0,6.0,7.0,2.0
071840,롯데하이마트,B+,B+,A,B이하,2016,5.0,5.0,6.0,2.0
071840,롯데하이마트,B+,B+,B+,B이하,2015,5.0,5.0,5.0,2.0
071840,롯데하이마트,B+,A,B+,B이하,2014,5.0,6.0,5.0,2.0
071840,롯데하이마트,B+,A,B+,B이하,2013,5.0,6.0,5.0,2.0
071840,롯데하이마트,B이하,B+,B이하,B이하,2012,2.0,5.0,2.0,2.0
005680,삼영전자공업,B,B,B,B+,2021,3.0,3.0,3.0,5.0
005680,삼영전자공업,B이하,B,B이하,B+,2018,2.0,3.0,2.0,5.0
005680,삼영전자공업,B이하,B,B이하,B+,2017,2.0,3.0,2.0,5.0
